sample	metagenome	unclassified	reads_total	bacteria	archaea	eukaryotes	viruses	pro_all	pro_HL	pro_HLI	pro_HLII	pro_HLIII_HLIV	pro_HLVI	pro_LL	pro_LLI	pro_LLII_LLIII	pro_LLII	pro_LLIII	pro_LLIV	pro_LLVII	pro_LLVIIa	pro_LLVIIb	pro_LLVIIc	pro_LLVIId	pro_LLVIIe	pro_LLVIIf	pro_LL_MIT1223	pel_all	pel_Ia	pel_Ia_BALTIC	pel_Ia_HIMB5	pel_Ia_1	pel_Ia_3	pel_Ia_3a	pel_Ia_3b	pel_Ib	pel_Ib_1	pel_Ib_2	pel_Ib_3	pel_Ic	pel_IIa	pel_IIa_1	pel_IIa_2	pel_IIb	pel_IIIa	pel_IIIb	pel_IV	pel_V	pel_Va	pel_Vb
tara_S0135	tara	16319990	48032749	28636090	1654285	317501	800395	3015203	596181	206626	217651	60713	51305	2401163	2233876	20799	13901	5652	59675	31882	6690	6231	7553	4117	2294	330	6511	7982008	5525354	49952	43686	112845	5087385	1808299	3019183	463897	185277	71686	119967	28332	826921	793286	29090	66748	32964	5436	122999	563901	293058	270351
tara_S0136	tara	11177952	36279020	23291818	910282	395273	301524	1944591	1836426	121941	290526	1276066	20309	84212	46325	10819	8436	1967	8310	13398	2792	2392	3579	1617	1089	172	1822	6970273	4512455	30708	28863	53438	4205693	1436799	2547878	368953	108774	33449	172249	12501	692135	674521	13659	25885	55023	3905	74182	910647	442760	467417
tara_S0137	tara	40642510	132388674	85232910	3289210	1374132	1100680	7170825	6771826	448905	1070370	4706521	74652	309569	170364	40554	31284	7648	30466	48300	9737	8846	12881	5859	3952	671	6865	25707363	16648196	112759	106212	196515	15516863	5299253	9402158	1357196	398419	122833	635035	44771	2554124	2489987	49439	94797	201251	14758	273716	3353035	1627911	1723379
tara_S0138	tara	6923881	20843717	12721019	522856	354754	186327	1574105	1480345	43716	162965	1171636	12724	73176	48854	6180	4394	1479	5325	8824	1818	1517	2325	1001	850	127	1147	3428860	1792541	12456	11717	22971	1669212	488893	1090679	579809	388317	32588	121700	6160	259706	249676	8264	11438	17924	1895	48580	553965	217723	335993
tara_S0139	tara	35182399	107001062	65655937	2686138	1814159	963090	8131942	7648288	225352	842555	6058729	64643	377283	252863	31341	22328	7431	28430	44429	8890	7870	11614	5113	4326	594	5903	17725025	9273273	63581	60119	117120	8643764	2528321	5653658	2989641	2007744	167981	624649	31175	1348856	1297746	42249	58819	91922	9604	254010	2865666	1129409	1734995
tara_S0140	tara	13742750	41885588	25769600	1048882	676596	378750	3203696	3014348	88915	331902	2390440	25021	148548	99543	12229	8807	2838	11329	17679	3548	3162	4649	2020	1703	246	2296	6993377	3663952	25471	23993	46232	3416054	1000464	2235006	1181639	793849	66147	246634	12611	531739	511505	16808	23077	36298	3840	100059	1129184	444476	684237
tara_S0141	tara	7874420	26757348	17520752	772133	223257	202561	2064560	1997125	52165	633538	1116293	17706	44086	15514	6379	4446	1598	6633	11896	2670	2122	3062	1513	1021	189	1250	4683856	2364189	14097	15198	25363	2216839	603485	1498939	858540	616975	47006	147771	7181	321933	310215	9779	11770	27946	2377	56391	841656	369207	472162
tara_S0142	tara	45568356	159006364	105524298	4615015	1145228	1197790	12466633	12103933	309384	4057839	6540539	104013	227762	63870	35926	24844	9181	38665	68665	15179	12199	17988	9376	5700	1173	6914	28446988	14339688	84005	93142	150001	13465666	3639324	9145787	5255161	3803595	288465	883733	40661	1941032	1870911	59031	68467	170733	13943	338028	5157038	2274247	2881333
tara_S0143	tara	70940394	210904843	114223398	15673302	5584967	2832856	11994452	4095891	273755	1065020	2256343	215427	7805396	7099861	112726	74215	31387	181827	186136	44357	38742	37784	23053	14505	2622	42829	30386522	17045199	154709	147763	311596	15728404	5499338	9401927	5051988	2483155	785361	1035676	223175	2590626	2395961	174206	492627	108268	22489	485313	2851369	1001579	1847665
tara_S0144	tara	49989616	160509520	100479632	4905959	3237549	1076858	11033013	8924139	402105	1619300	6169390	117409	1993292	1781340	39620	26255	10875	51244	63856	13578	12278	15218	8304	5453	1023	10569	30275274	18096147	137084	129808	246856	16852216	5117893	10854123	3956762	2038207	437450	1070096	84887	2488662	2377381	94439	145414	109047	17603	367484	3613827	1479734	2131919
tara_S0145	tara	64117880	186606129	111443513	5981892	2298405	1769469	22297580	1473496	281553	481741	494384	81783	20687287	19862506	103471	67402	26885	83909	172242	39147	33626	35961	24086	13385	2760	41902	33157936	11998544	182387	178478	493783	10669534	4966799	5195755	9238131	4163833	1663317	1538870	506457	5397510	4344202	991857	1188613	128316	40154	657066	2229838	314806	1913264
tara_S0146	tara	74208680	189707176	105245174	5255059	3158529	975938	15049711	13359512	402364	936878	11215435	98466	1513684	1302699	56975	41526	12599	30087	71004	16176	12604	16800	9165	5565	1105	12282	33266121	15818186	127069	125984	231163	14705755	6366655	7595166	4543308	2296082	254901	1446239	83385	4722413	4537648	152412	122653	420730	22510	836210	5289822	1281602	4005716
tara_S0147	tara	83077532	205625211	112286548	5103324	3048416	1266211	32408170	11063370	1304634	7235787	494209	360089	21101977	19940106	179481	113690	53360	75207	326897	81419	67753	66488	42682	20541	4340	113226	24383202	5135183	95673	100129	275919	4482401	2648174	1658087	8366177	4694263	1007905	1489806	335189	5637842	3015809	2529707	750576	159771	31411	743758	2015018	167641	1846552
tara_S0148	tara	77543475	198966023	114582321	3616195	1186749	1239991	30263674	28924418	2343184	21219814	262242	395351	1054451	891829	37532	26344	9164	28720	56455	12387	8558	18719	6168	3902	808	7016	31756795	8002751	81799	96236	190015	7361753	4951367	2122576	11322266	6903386	434267	3216547	133036	5731842	4266644	1396844	192278	288621	27417	1475215	3281857	799235	2481662
tara_S0149	tara	56653807	152711071	88043214	5159075	1513724	652210	11178150	583267	77746	234903	121414	104823	10518405	8814535	306591	188354	98395	76263	779396	205341	185303	125689	101502	43287	10533	260161	20931140	6576091	97270	98230	247281	5894364	2584688	3035575	5503560	2350389	1141474	960840	381597	3866795	2337043	1469943	1086702	95134	28056	258629	1953016	136867	1814834
tara_S0150	tara	46642314	138904610	82573230	6064715	2229625	630209	14167121	13320589	411716	921734	11178399	100595	674957	509522	46661	32855	11554	20920	65259	15047	11717	16479	7987	5187	1034	9944	23804974	11450500	98465	110322	175530	10632658	5690033	4432037	4842698	2174714	483196	1571954	70440	3159180	2942897	192522	99927	209646	18178	546659	2356158	559327	1795828
tara_S0151	tara	17744488	46940345	24928094	3825668	165995	60512	675663	41426	5478	18266	8905	6296	629076	407664	41867	27153	12891	12538	132815	48342	25901	20838	13980	6335	1627	14142	5530012	1060876	26870	25307	87849	880684	420098	423902	1637589	684876	356669	159883	351888	622593	367321	244594	1002737	30264	11083	59132	338273	20071	317943
tara_S0152	tara	17325926	45832987	24342877	3730805	162548	59717	657764	40519	5397	18020	8574	6087	612259	396513	41281	26643	12723	12222	129011	47304	25309	19947	13492	6268	1577	13803	5396748	1033078	26150	24394	85126	858367	407456	414982	1599716	669376	348708	156527	341842	606912	358617	237886	980377	29418	10816	57712	330764	19404	311130
tara_S0153	tara	17233993	45578090	24204053	3710285	161970	58679	652333	40099	5222	17728	8729	6092	607204	393822	40620	26201	12560	12117	127963	46773	24991	19968	13601	6199	1541	13442	5361551	1026888	26061	24465	84340	853092	406614	410957	1588168	665194	346135	154716	340006	603643	356540	236745	973947	29484	10846	57535	327636	19322	308038
tara_S0154	tara	17176747	45420673	24117135	3697577	160245	59386	651693	40304	5411	17526	8978	6035	606438	393300	40801	26293	12658	12161	127263	46514	24729	19716	13450	6285	1584	13607	5347734	1023177	25860	24201	84169	849898	404406	409841	1585935	663669	345388	155186	339502	599866	354173	235401	971486	29308	10754	57099	327136	19163	307721
tara_S0155	tara	75278521	170440627	74328830	8881151	10374064	619166	979403	850275	53934	180553	565442	12474	115706	45485	13145	10931	1801	24313	25323	3875	5564	6900	3472	2242	439	1694	18524516	9511968	81880	90969	140678	8855063	4763553	3684229	3302591	1294084	451597	1108085	57437	2843752	2652656	171447	101189	143786	14936	197114	1514447	377009	1136372
tara_S0156	tara	14165020	46641289	27890501	4019779	242117	81408	629038	360239	17138	46135	268928	7768	262164	210479	9267	6038	2663	6700	21973	5566	4932	3989	2974	1368	329	6138	6927296	2913599	28758	29368	56517	2684133	1171981	1373675	1387823	672253	206079	299180	51547	781670	644075	129001	111860	36634	5971	127964	1118106	211324	906172
tara_S0157	tara	14204174	46764374	27961422	4030652	243490	81269	629631	360816	17518	46794	268524	7823	262300	210714	9435	6162	2736	6656	21715	5564	4886	3951	2812	1386	332	6098	6946651	2921265	28805	29605	56987	2690418	1174214	1377554	1392970	674182	207210	300241	51975	783687	645792	129551	111402	36733	5917	128135	1119198	211074	907564
tara_S0158	tara	14150609	46568672	27840026	4011809	243400	80593	628246	359790	17437	46387	267959	7853	261932	210038	9338	6060	2688	6983	21776	5393	4885	4103	2867	1446	343	6166	6913949	2906493	28451	29570	56749	2676409	1169119	1369394	1387246	673197	205833	298605	51726	780452	643328	128484	111171	36278	5992	127673	1115131	209372	905153
tara_S0159	tara	13912144	45776240	27364557	3943896	238375	79260	616630	353453	17005	45573	263310	7658	256905	206377	9162	6045	2582	6708	21227	5399	4784	3783	2784	1409	334	6035	6800756	2859544	28145	28640	55852	2633931	1148524	1348927	1364531	660975	201812	294044	50672	767096	631482	127202	109867	35948	5812	126173	1096030	206024	889435
tara_S0160	tara	14233139	45779861	29038222	1473223	694879	119448	3766843	3540876	111373	237987	2973294	27330	178825	123737	12976	8950	3364	8770	23108	4731	4922	5684	3204	1651	402	2896	8024113	3839987	32701	34114	55757	3568310	1618744	1766700	1506125	765827	176292	381612	22706	818380	759717	52289	30190	47412	5532	197854	1177006	261258	915250
tara_S0161	tara	14618300	47016646	29823745	1512640	712336	122007	3868384	3636412	114320	244248	3052361	27912	183226	127080	13260	9172	3419	9131	23448	4685	4984	5882	3311	1669	397	2971	8240576	3942527	33449	35192	57506	3663163	1662736	1812451	1547782	787517	181035	391500	23384	838249	778968	52893	31292	48387	5599	203165	1210017	268891	940586
tara_S0162	tara	14187585	45589862	28900815	1466996	696387	118371	3744935	3520122	110940	236727	2954804	27088	177751	123370	12764	8858	3267	8793	22763	4647	4983	5576	3107	1611	397	2854	7976555	3818521	32425	33880	56160	3547837	1610212	1756395	1496986	761661	175223	379610	22723	812125	754123	51691	30200	47009	5586	197259	1168691	260576	907592
tara_S0163	tara	14183431	45543736	28867153	1464431	689627	118256	3742652	3518699	110622	237333	2953295	26903	177149	122819	12709	8725	3328	8715	22890	4698	5003	5587	3185	1617	377	2855	7977790	3820018	32139	33886	56002	3548688	1610584	1756227	1496321	761956	175092	378633	22484	812311	754550	51436	29989	46881	5570	196064	1169597	259758	909290
tara_S0164	tara	70283897	184697337	97961250	15080367	410446	70535	105196	52604	10065	29907	7333	3270	51582	12371	7947	6063	1628	11286	17383	5572	2818	3692	1924	1224	253	1186	21762091	3814244	109190	102017	365695	3090369	1509164	1456767	6738246	2602066	1638669	599321	1504610	1942947	1030344	875621	4576063	122291	46069	100983	1205929	55283	1149441
tara_S0165	tara	11711695	40743504	26108990	1925115	608586	130766	2097569	1981066	59063	129231	1675884	14630	91422	56759	8854	6776	1734	6785	13840	2991	2766	3270	1927	1099	266	1494	9096411	4818410	41225	43785	71112	4479175	2049904	2204748	1693435	709719	266455	469475	28075	1078611	1009446	61204	36896	41661	6624	250004	720228	194581	525306
tara_S0166	tara	11670227	40632689	26037209	1924289	613102	130435	2092106	1975638	59127	128646	1671834	14555	91545	56434	9061	6928	1815	6780	14061	3067	2759	3312	1861	1175	263	1510	9066813	4807941	41156	43264	70787	4471300	2046279	2202155	1687327	707063	265956	467047	28230	1073178	1004263	61224	36882	41311	6639	248658	718083	194579	523158
tara_S0167	tara	11734733	40878561	26207406	1933844	613237	132013	2108982	1991948	59364	130089	1684958	14892	91927	56842	9171	7020	1817	6878	13955	3123	2776	3389	1937	1070	264	1527	9130432	4841944	41451	43941	71345	4502842	2060926	2216812	1699307	712119	266922	471175	28285	1081185	1012125	61124	37285	41329	6816	250972	723201	195462	527391
tara_S0168	tara	11980387	41755538	26778005	1974034	626494	133422	2152723	2033170	60722	132344	1720223	14968	94182	58285	9235	7022	1863	7039	14433	3222	2779	3470	1881	1171	277	1519	9335438	4948792	42421	44831	73340	4600958	2103171	2266136	1736658	727633	273408	481400	28839	1107779	1036546	63093	38130	42938	6913	256790	737706	199792	537567
tara_S0169	tara	49305696	148608128	88118471	6913523	2816485	667292	12233714	11150806	345534	1237485	8819187	98034	943034	776053	40224	27101	10923	21428	67027	15947	12468	15773	8337	5406	971	10321	21672667	10003087	81107	85908	153773	9317552	4333970	4544657	4662976	2473244	589875	1101921	125451	2562367	2403859	140390	282171	162636	15809	322588	2545217	791256	1752658
tara_S0170	tara	55020934	152872449	85475474	6892864	4113949	556525	14281337	13095461	384669	1239827	10556529	106192	998687	808386	45917	30685	12657	20840	78678	18725	14879	18158	9990	6077	1240	11390	21053542	9604766	76893	81174	146386	8917047	4174243	4288837	4394758	2338673	485339	1114732	110445	2625578	2481985	123617	228883	199311	15506	296796	2542132	851220	1689570
tara_S0171	tara	125562616	260152089	106697962	16494586	4783437	4704689	17547393	2086796	84196	509856	64676	1391166	15365977	12292244	1174163	1006155	137772	775625	682705	191003	147507	117945	87458	40827	7923	88399	21015011	6541638	124869	107816	430301	5616972	2161336	3203504	6882953	3722539	1078166	668365	631561	2408621	2071814	313583	1635363	91956	31236	369546	1229837	95096	1133391
tara_S0172	tara	53663314	166374636	106931421	3084190	997981	1001090	30626807	30200459	987487	23721484	75670	178614	139199	39788	24846	18189	5676	22410	36083	7629	4735	14978	3409	2418	420	3127	29644083	9675125	56324	63127	120255	9110247	4663648	4057695	7552224	5091845	128142	2039927	52440	4786787	4582331	170194	74793	448844	16776	1409568	4501040	1546108	2952962
tara_S0173	tara	77027951	179182156	88389886	6751522	3174285	2743577	5340294	1205880	800321	223656	23828	56747	4098368	3747868	42397	32340	7177	174993	48022	7819	8302	15228	5812	3448	447	7393	23912464	16626780	220244	122542	1950037	13453165	3318582	9496983	1093249	520813	120977	280342	103415	2908270	2796624	94479	251276	158305	23291	989581	780980	305261	474646
tara_S0174	tara	92307156	269005187	166341524	5014520	2414295	1773330	16715091	15637715	13030547	910484	91322	77835	926787	747027	31587	22043	8184	72495	47913	11916	6705	15926	4744	3724	468	4318	49402115	32082304	397955	241203	1955894	27972517	9608276	17078480	2333057	1247472	219425	570265	147058	5761902	5549435	179751	236559	613970	46601	3113816	3241073	2264832	972911
tara_S0175	tara	17623819	47589298	28678762	1058245	41072	34161	468407	20203	4251	10691	2425	1561	445730	10517	12527	8405	3634	314332	94607	28610	16879	16744	12680	7862	1220	2145	5469908	477012	17676	16292	64814	357287	166417	179660	917378	464131	112135	73300	2010110	506952	215695	282891	1006066	36901	22855	9980	261548	15241	245925
tara_S0176	tara	17806135	48098195	28993686	1067893	41257	34376	473766	20709	4372	10807	2567	1696	450541	10421	12517	8379	3657	318776	95326	28913	16894	16873	12709	7899	1261	2076	5529787	482476	18167	16634	65339	361558	168304	181974	926655	470255	113020	73288	2030331	511633	217548	285497	1019100	37458	23235	10056	265254	15547	249292
tara_S0177	tara	17881328	48326554	29138372	1074182	42258	34380	475842	20546	4304	10919	2454	1634	452839	10539	12786	8558	3721	320551	95162	28873	16989	16662	12769	7941	1300	2126	5564132	485847	17968	16319	66254	363819	169321	183202	933656	473302	113798	74462	2045053	515171	219577	286980	1023337	37679	23140	10144	265412	15521	249514
tara_S0178	tara	17845472	48216605	29068491	1071764	41471	34388	475518	20723	4461	10834	2537	1598	452266	10677	12849	8578	3765	320077	95171	28849	16891	16850	12758	8006	1237	2097	5540083	482665	17907	16258	65830	361487	167690	182504	929304	470732	113473	74001	2032839	513331	218505	286510	1020519	37901	22993	10082	265759	15229	250165
tara_S0179	tara	56734981	185205981	118215662	5547644	2425046	1199778	17282394	16710236	457534	3485214	11363591	134658	358357	148876	61425	44784	14041	39829	78633	16957	14112	20620	9781	6864	1211	10688	36298020	20415636	134670	136133	239399	19036994	6651461	11355535	5268525	3009367	437687	1415370	70112	3521579	3345877	150495	120304	286802	20384	462329	4445199	1627673	2815892
tara_S0180	tara	75230426	195249001	97762996	12513001	5184101	3194238	14875694	2070800	130652	621558	114795	1035868	12710502	10769483	691999	581103	90238	320300	514906	139882	108920	96777	63076	30910	6342	96576	28202535	10199430	164860	146446	495845	8977979	3093512	5454501	8165482	4150205	1515583	752533	751529	3634711	2971771	622868	1856629	113550	40979	611296	1315593	181424	1132508
tara_S0181	tara	58159518	170901652	104438628	4037316	1233701	2108311	30180668	29631170	713344	21709912	2259123	283278	257074	104416	36721	25743	7774	43627	50920	10651	7330	17242	5190	4505	558	5675	26701653	10516717	77854	99916	154525	9799388	6790122	2597990	7288008	4496498	267405	1960031	65447	3611936	3312518	269894	91017	153481	18229	744403	2957006	1216005	1739804
tara_S0182	tara	59615948	184898678	115832039	4339870	770155	3256067	12310974	12004630	222688	9625094	83706	127394	194393	34304	22849	16405	5540	70870	51438	9571	10804	16057	6343	3486	901	2941	27433305	13735240	86961	312378	157988	12642177	4525560	7501016	5118054	2844466	548075	1382634	58691	3881512	3760129	98724	130757	320164	15059	610804	2427578	1555717	870605
tara_S0183	tara	47354417	170779844	119405956	1922904	621573	752395	3940072	3687883	58965	3010171	21542	18897	203951	25507	20933	14488	5629	60814	75349	12551	17680	21317	11368	4435	1421	2842	29458116	15141375	73596	588001	117989	13807397	4503907	8699701	5113875	3258003	480777	1029517	54383	3543443	3311136	195934	117812	420626	15541	684961	3060440	1543204	1515519
tara_S0184	tara	46182232	155489852	93731390	11833162	2284640	525316	11345370	11100782	148049	8933250	113852	59117	147426	72456	14125	9731	3939	24890	26441	5016	5121	8793	3239	1859	414	1965	26562631	9377526	82690	97447	204604	8686171	3927553	4390962	8031899	4531906	1300529	1266855	242995	4090824	3052255	977786	570947	184385	23880	725274	2035153	347830	1686296
