S0168	28.0905	-67.5015	NASW	Westerlies	N. Atlantic Subtropical Gyral Province (West) (STGW)
S0169	28.0905	-67.5015	NASW	Westerlies	N. Atlantic Subtropical Gyral Province (West) (STGW)
S0170	28.0905	-67.5015	NASW	Westerlies	N. Atlantic Subtropical Gyral Province (West) (STGW)
S0171	28.0905	-67.5015	NASW	Westerlies	N. Atlantic Subtropical Gyral Province (West) (STGW)
S0172	28.0905	-67.5015	NASW	Westerlies	N. Atlantic Subtropical Gyral Province (West) (STGW)
S0173	22.75	-158.0	NPTG	Trades	N. Pacific Tropical Gyre Province
S0174	22.75	-158.0	NPTG	Trades	N. Pacific Tropical Gyre Province
S0175	22.75	-158.0	NPTG	Trades	N. Pacific Tropical Gyre Province
S0177	-35.0093	-39.431	SATL	Trades	South Atlantic Gyral Province (SATG)
S0178	-35.0093	-39.431	SATL	Trades	South Atlantic Gyral Province (SATG)
S0179	-32.092	-37.4563	SATL	Trades	South Atlantic Gyral Province (SATG)
S0180	-32.092	-37.4563	SATL	Trades	South Atlantic Gyral Province (SATG)
S0181	-29.0538	-35.8078	SATL	Trades	South Atlantic Gyral Province (SATG)
S0182	-29.0538	-35.8078	SATL	Trades	South Atlantic Gyral Province (SATG)
S0183	-29.0538	-35.8078	SATL	Trades	South Atlantic Gyral Province (SATG)
S0184	-26.0867	-34.2585	SATL	Trades	South Atlantic Gyral Province (SATG)
S0185	-26.0867	-34.2585	SATL	Trades	South Atlantic Gyral Province (SATG)
S0186	-26.0867	-34.2585	SATL	Trades	South Atlantic Gyral Province (SATG)
S0187	-22.4732	-32.7487	SATL	Trades	South Atlantic Gyral Province (SATG)
S0188	-22.4732	-32.7487	SATL	Trades	South Atlantic Gyral Province (SATG)
S0189	-22.4732	-32.7487	SATL	Trades	South Atlantic Gyral Province (SATG)
S0190	-17.0173	-30.6052	SATL	Trades	South Atlantic Gyral Province (SATG)
S0191	-12.8957	-29.2335	SATL	Trades	South Atlantic Gyral Province (SATG)
S0192	-12.8957	-29.2335	SATL	Trades	South Atlantic Gyral Province (SATG)
S0193	-12.8957	-29.2335	SATL	Trades	South Atlantic Gyral Province (SATG)
S0195	-17.0173	-30.6052	SATL	Trades	South Atlantic Gyral Province (SATG)
S0196	-9.1608	-28.0012	SATL	Trades	South Atlantic Gyral Province (SATG)
S0197	-9.1608	-28.0012	SATL	Trades	South Atlantic Gyral Province (SATG)
S0198	-9.1608	-28.0012	SATL	Trades	South Atlantic Gyral Province (SATG)
S0199	-5.6667	-28.4572	WTRA	Trades	Western Tropical Atlantic Province
S0200	-5.6667	-28.4572	WTRA	Trades	Western Tropical Atlantic Province
S0201	-5.6667	-28.4572	WTRA	Trades	Western Tropical Atlantic Province
S0202	-2.6505	-28.9172	WTRA	Trades	Western Tropical Atlantic Province
S0203	-2.6505	-28.9172	WTRA	Trades	Western Tropical Atlantic Province
S0204	-2.6505	-28.9172	WTRA	Trades	Western Tropical Atlantic Province
S0205	-0.1915	-32.8745	WTRA	Trades	Western Tropical Atlantic Province
S0206	-0.1915	-32.8745	WTRA	Trades	Western Tropical Atlantic Province
S0207	-0.1915	-32.8745	WTRA	Trades	Western Tropical Atlantic Province
S0209	-49.5475	-52.6885	FKLD	Coastal	SW Atlantic Shelves Province
S0210	-49.5475	-52.6885	FKLD	Coastal	SW Atlantic Shelves Province
S0211	-48.9358	-48.7933	SANT	Westerlies	Subantarctic Province
S0212	-48.9358	-48.7933	SANT	Westerlies	Subantarctic Province
S0213	-48.9358	-48.7933	SANT	Westerlies	Subantarctic Province
S0214	-46.907	-47.179	SANT	Westerlies	Subantarctic Province
S0215	-46.907	-47.179	SANT	Westerlies	Subantarctic Province
S0216	-46.907	-47.179	SANT	Westerlies	Subantarctic Province
S0217	-44.7117	-45.5265	SSTC	Westerlies	S. Subtropical Convergence Province
S0218	-44.7117	-45.5265	SSTC	Westerlies	S. Subtropical Convergence Province
S0219	-44.7117	-45.5265	SSTC	Westerlies	S. Subtropical Convergence Province
S0220	-42.364	-44.0318	SSTC	Westerlies	S. Subtropical Convergence Province
S0221	-42.364	-44.0318	SSTC	Westerlies	S. Subtropical Convergence Province
S0222	-42.364	-44.0318	SSTC	Westerlies	S. Subtropical Convergence Province
S0223	-39.9648	-42.4232	SATL	Trades	South Atlantic Gyral Province (SATG)
S0224	-39.9648	-42.4232	SATL	Trades	South Atlantic Gyral Province (SATG)
S0225	-39.9648	-42.4232	SATL	Trades	South Atlantic Gyral Province (SATG)
S0226	-37.8305	-41.1248	SATL	Trades	South Atlantic Gyral Province (SATG)
S0227	-37.8305	-41.1248	SATL	Trades	South Atlantic Gyral Province (SATG)
S0228	-37.8305	-41.1248	SATL	Trades	South Atlantic Gyral Province (SATG)
S0229	-35.0093	-39.431	SATL	Trades	South Atlantic Gyral Province (SATG)
S0231	24.00011	-22.00011	NATR	Trades	N. Atlantic Tropical Gyral Province (TRPG)
S0232	24.00011	-22.00011	NATR	Trades	N. Atlantic Tropical Gyral Province (TRPG)
S0233	24.00011	-22.00011	NATR	Trades	N. Atlantic Tropical Gyral Province (TRPG)
S0234	24.00011	-22.00011	NATR	Trades	N. Atlantic Tropical Gyral Province (TRPG)
S0235	24.00011	-22.00011	NATR	Trades	N. Atlantic Tropical Gyral Province (TRPG)
S0236	24.00011	-22.00011	NATR	Trades	N. Atlantic Tropical Gyral Province (TRPG)
S0237	24.00011	-22.00011	NATR	Trades	N. Atlantic Tropical Gyral Province (TRPG)
S0238	17.35162	-20.81672	NATR	Trades	N. Atlantic Tropical Gyral Province (TRPG)
S0239	17.35162	-20.81672	NATR	Trades	N. Atlantic Tropical Gyral Province (TRPG)
S0240	17.35162	-20.81672	NATR	Trades	N. Atlantic Tropical Gyral Province (TRPG)
S0241	17.35162	-20.81672	NATR	Trades	N. Atlantic Tropical Gyral Province (TRPG)
S0242	17.35162	-20.81672	NATR	Trades	N. Atlantic Tropical Gyral Province (TRPG)
S0243	17.35162	-20.81672	NATR	Trades	N. Atlantic Tropical Gyral Province (TRPG)
S0244	17.4018	-24.49811	NATR	Trades	N. Atlantic Tropical Gyral Province (TRPG)
S0245	17.4018	-24.49811	NATR	Trades	N. Atlantic Tropical Gyral Province (TRPG)
S0246	17.4018	-24.49811	NATR	Trades	N. Atlantic Tropical Gyral Province (TRPG)
S0247	17.4018	-24.49811	NATR	Trades	N. Atlantic Tropical Gyral Province (TRPG)
S0248	17.4018	-24.49811	NATR	Trades	N. Atlantic Tropical Gyral Province (TRPG)
S0249	17.4018	-24.49811	NATR	Trades	N. Atlantic Tropical Gyral Province (TRPG)
S0250	17.4018	-24.49811	NATR	Trades	N. Atlantic Tropical Gyral Province (TRPG)
S0252	-32.46367	-159.01933	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
S0253	-32.495	-157.9945	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
S0254	-32.495	-157.9945	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
S0255	-32.495	-157.9945	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
S0256	-32.495	-157.9945	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
S0257	-32.495	-157.9945	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
S0258	-32.495	-157.9945	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
S0259	-32.5125	-158.028	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
S0260	-32.5125	-158.028	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
S0261	-32.494	-157.00883	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
S0262	-32.494	-157.00883	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
S0263	-29.9999	159.0	ARCH	Trades	Archipelagic Deep Basins Province
S0264	-29.9999	159.0	ARCH	Trades	Archipelagic Deep Basins Province
S0265	-29.9999	159.0	ARCH	Trades	Archipelagic Deep Basins Province
S0266	-29.9999	159.0	ARCH	Trades	Archipelagic Deep Basins Province
S0267	-29.9999	159.0	ARCH	Trades	Archipelagic Deep Basins Province
S0268	-30.0006	162.998	ARCH	Trades	Archipelagic Deep Basins Province
S0269	-30.0006	162.998	ARCH	Trades	Archipelagic Deep Basins Province
S0270	-30.0006	162.998	ARCH	Trades	Archipelagic Deep Basins Province
S0271	-30.0006	162.998	ARCH	Trades	Archipelagic Deep Basins Province
S0272	-30.0006	162.998	ARCH	Trades	Archipelagic Deep Basins Province
S0273	-30.0	166.987	ARCH	Trades	Archipelagic Deep Basins Province
S0274	-30.0	166.987	ARCH	Trades	Archipelagic Deep Basins Province
S0275	-30.0	166.987	ARCH	Trades	Archipelagic Deep Basins Province
S0276	-30.0	166.987	ARCH	Trades	Archipelagic Deep Basins Province
S0277	-30.0	166.987	ARCH	Trades	Archipelagic Deep Basins Province
S0278	-29.9997	171.0	ARCH	Trades	Archipelagic Deep Basins Province
S0279	-29.9997	171.0	ARCH	Trades	Archipelagic Deep Basins Province
S0280	-29.9997	171.0	ARCH	Trades	Archipelagic Deep Basins Province
S0281	-29.9997	171.0	ARCH	Trades	Archipelagic Deep Basins Province
S0282	-29.9997	171.0	ARCH	Trades	Archipelagic Deep Basins Province
S0283	-32.4995	-176.03	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
S0284	-32.4995	-176.03	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
S0285	-32.4995	-176.03	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
S0286	-32.4995	-176.03	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
S0287	-32.4995	-176.03	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
S0288	-32.4995	-176.03	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
S0289	-30.0006	155.98599	AUSE	Coastal	East Australian Coastal Province
S0290	-30.0006	155.98599	AUSE	Coastal	East Australian Coastal Province
S0291	-30.0013	174.00101	ARCH	Trades	Archipelagic Deep Basins Province
S0292	-30.0013	174.00101	ARCH	Trades	Archipelagic Deep Basins Province
S0293	-30.0013	174.00101	ARCH	Trades	Archipelagic Deep Basins Province
S0294	33.4334	-58.0503	NASW	Westerlies	N. Atlantic Subtropical Gyral Province (West) (STGW)
S0295	33.4334	-58.0503	NASW	Westerlies	N. Atlantic Subtropical Gyral Province (West) (STGW)
S0296	33.4334	-58.0503	NASW	Westerlies	N. Atlantic Subtropical Gyral Province (West) (STGW)
S0297	33.4334	-58.0503	NASW	Westerlies	N. Atlantic Subtropical Gyral Province (West) (STGW)
S0298	33.4334	-58.0503	NASW	Westerlies	N. Atlantic Subtropical Gyral Province (West) (STGW)
S0299	-29.9982	153.50101	AUSE	Coastal	East Australian Coastal Province
S0300	-29.9982	153.50101	AUSE	Coastal	East Australian Coastal Province
S0301	-30.0019	154.004	AUSE	Coastal	East Australian Coastal Province
S0302	-30.0019	154.004	AUSE	Coastal	East Australian Coastal Province
S0303	-30.0019	154.004	AUSE	Coastal	East Australian Coastal Province
S0304	-30.0019	154.004	AUSE	Coastal	East Australian Coastal Province
S0305	-30.0019	154.004	AUSE	Coastal	East Australian Coastal Province
S0306	-30.0006	155.98599	AUSE	Coastal	East Australian Coastal Province
S0307	-30.0006	155.98599	AUSE	Coastal	East Australian Coastal Province
S0308	-30.0006	155.98599	AUSE	Coastal	East Australian Coastal Province
S0309	-30.0013	174.00101	ARCH	Trades	Archipelagic Deep Basins Province
S0310	-30.0013	174.00101	ARCH	Trades	Archipelagic Deep Basins Province
S0311	-30.0002	175.98	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
S0312	-30.0002	175.98	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
S0313	-30.0002	175.98	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
S0314	-30.0002	175.98	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
S0315	-30.0002	175.98	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
S0316	-32.5001	-170.0	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
S0317	-32.5001	-170.0	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
S0318	-32.5001	-170.0	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
S0319	-32.5001	-170.0	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
S0320	-32.5001	-170.0	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
S0321	-32.5001	-170.0	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
S0322	-32.4998	-171.99899	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
S0323	-32.4998	-171.99899	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
S0324	-32.4998	-171.99899	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
S0325	-32.4998	-171.99899	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
S0326	-32.4998	-171.99899	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
S0331	-32.49567	-164.99233	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
S0332	-32.49567	-164.99233	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
S0333	-32.49567	-164.99233	SPSG	Westerlies	S. Pacific Subtropical Gyre Province
